gene_id,feature_is_filtered,feature_name,feature_reference,feature_biotype,mean_expression,mean_log_expression
ENSG00000116830,FALSE,TTF2,NCBITaxon:9606,gene,0.058209237758707726,0.038995171621616025
ENSG00000134253,FALSE,TRIM45,NCBITaxon:9606,gene,0.022810449268046443,0.015447519485531042
ENSG00000134258,FALSE,VTCN1,NCBITaxon:9606,gene,0.22731574962140333,0.11010225355403211
ENSG00000235202,TRUE,LINC01525,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000271427,FALSE,RP11-188D8.1,NCBITaxon:9606,gene,0.004196113074204947,0.002872218788637863
ENSG00000198162,FALSE,MAN1A2,NCBITaxon:9606,gene,0.31246845027763753,0.19044544977580263
ENSG00000236866,FALSE,AL157902.3,NCBITaxon:9606,gene,4.7324583543664815e-4,3.280290165446485e-4
ENSG00000183508,FALSE,TENT5C,NCBITaxon:9606,gene,0.5050795053003534,0.26571470941170056
ENSG00000196505,FALSE,GDAP2,NCBITaxon:9606,gene,0.061995204442200906,0.04169118928312038
ENSG00000065183,FALSE,WDR3,NCBITaxon:9606,gene,0.08341746592629985,0.05537817409847112
ENSG00000155761,FALSE,SPAG17,NCBITaxon:9606,gene,0.0051110550227158,0.00344451843938922
ENSG00000092607,FALSE,TBX15,NCBITaxon:9606,gene,0.024230186774356385,0.016088351778980336
ENSG00000226172,TRUE,RP4-712E4.1,NCBITaxon:9606,gene,3.785966683493185e-4,2.624232132357188e-4
ENSG00000239216,TRUE,RP4-712E4.2,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000116874,FALSE,WARS2,NCBITaxon:9606,gene,0.08556284704694599,0.0565113402195464
ENSG00000224238,FALSE,WARS2-IT1,NCBITaxon:9606,gene,0.0012619888944977284,8.747440441190618e-4
ENSG00000231365,FALSE,WARS2-AS1,NCBITaxon:9606,gene,0.02249495204442201,0.01542893937516122
ENSG00000227712,TRUE,RP11-418J17.3,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000232650,FALSE,LINC01780,NCBITaxon:9606,gene,4.1014639071176173e-4,2.7521552482418946e-4
ENSG00000116882,FALSE,HAO2,NCBITaxon:9606,gene,6.625441696113075e-4,4.50164333648002e-4
ENSG00000203859,FALSE,HSD3B2,NCBITaxon:9606,gene,7.256436143361939e-4,4.629566452364726e-4
ENSG00000203857,TRUE,HSD3B1,NCBITaxon:9606,gene,0,0
ENSG00000143067,FALSE,ZNF697,NCBITaxon:9606,gene,0.012020444220090864,0.0081830003659280285
ENSG00000092621,FALSE,PHGDH,NCBITaxon:9606,gene,0.16118753154972237,0.09504216656132602
ENSG00000134240,FALSE,HMGCS2,NCBITaxon:9606,gene,0.04846037354871277,0.023558311129389678
ENSG00000134193,TRUE,REG4,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000134249,FALSE,ADAM30,NCBITaxon:9606,gene,5.99444724886421e-4,4.155034209565548e-4
ENSG00000134250,FALSE,NOTCH2,NCBITaxon:9606,gene,0.2083859162039374,0.1270115562799016
ENSG00000273406,TRUE,RP11-114O18.1,NCBITaxon:9606,gene,2.523977788995457e-4,1.7494880882381255e-4
ENSG00000265808,FALSE,SEC22B,NCBITaxon:9606,gene,0.34035840484603735,0.20561704457826707
ENSG00000273136,FALSE,NBPF26,NCBITaxon:9606,gene,0.022368753154972235,0.015275859167440382
ENSG00000263353,TRUE,PPIAL4A,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000226067,FALSE,LINC00623,NCBITaxon:9606,gene,0.3409893992932862,0.2017150638613549
ENSG00000198019,FALSE,FCGR1B,NCBITaxon:9606,gene,0.024514134275618375,0.014941041147409921
ENSG00000234998,TRUE,RP11-439A17.10,NCBITaxon:9606,gene,1.2619888944977284e-4,7.839811489740031e-5
ENSG00000233029,FALSE,RP11-439A17.9,NCBITaxon:9606,gene,0.005047955577990914,0.0034263658603602073
ENSG00000227193,TRUE,RP11-439A17.4,NCBITaxon:9606,gene,0,0
ENSG00000188610,FALSE,FAM72B,NCBITaxon:9606,gene,0.00599444724886421,0.004091500182964012
ENSG00000171943,FALSE,SRGAP2C,NCBITaxon:9606,gene,0.11900555275113579,0.07658266302586919
ENSG00000230806,FALSE,SRGAP2-AS1,NCBITaxon:9606,gene,0.0016090358404846038,0.0010571248970908038
ENSG00000227082,FALSE,LINC02798,NCBITaxon:9606,gene,0.0017036850075719335,0.0011809044595607339
ENSG00000228826,FALSE,RP11-344P13.4,NCBITaxon:9606,gene,2.2084805653710247e-4,1.5308020772083597e-4
ENSG00000272583,FALSE,RP11-344P13.6,NCBITaxon:9606,gene,0.0033758202927814235,0.0023036351599604707
ENSG00000224857,TRUE,LINC01691,NCBITaxon:9606,gene,0,0
ENSG00000235887,TRUE,LINC02799,NCBITaxon:9606,gene,0,0
ENSG00000232721,FALSE,RP11-403I13.5,NCBITaxon:9606,gene,0.030887178192831904,0.01914924517146897
ENSG00000263590,FALSE,LINC02591,NCBITaxon:9606,gene,0.04480060575466936,0.0301957068713905
ENSG00000234571,FALSE,H2BP2,NCBITaxon:9606,gene,0.006656991418475517,0.004479774735377049
ENSG00000230186,TRUE,RP5-998N21.7,NCBITaxon:9606,gene,0,0
ENSG00000263513,FALSE,FAM72C,NCBITaxon:9606,gene,0.002429328621908127,0.0016748059954146903
ENSG00000276674,FALSE,IGKV1OR1-1,NCBITaxon:9606,gene,3.470469459868753e-4,2.4055461213274226e-4
ENSG00000232527,FALSE,LINC02802,NCBITaxon:9606,gene,0.20491544674406864,0.12448579449188313
ENSG00000271567,TRUE,PPIAL4E,NCBITaxon:9606,gene,0,0
ENSG00000237343,FALSE,RP11-763B22.4,NCBITaxon:9606,gene,0.010537607269056032,0.007245939009233188
ENSG00000266338,FALSE,NBPF15,NCBITaxon:9606,gene,0.036692327107521454,0.0248048473295529
ENSG00000279782,TRUE,PPIAL4F,NCBITaxon:9606,gene,0,0
ENSG00000277199,TRUE,LINC01632,NCBITaxon:9606,gene,1.5774861181221605e-4,1.0934300551488283e-4
ENSG00000224363,FALSE,RP11-289H16.1,NCBITaxon:9606,gene,0.007635032811711257,0.004778574315238421
ENSG00000196369,FALSE,SRGAP2B,NCBITaxon:9606,gene,0.08480565371024736,0.05522484626444715
ENSG00000215784,FALSE,FAM72D,NCBITaxon:9606,gene,0.005458101968702675,0.0036978653631104326
ENSG00000256374,TRUE,PPIAL4D,NCBITaxon:9606,gene,0,0
ENSG00000276216,FALSE,CH17-373J23.1,NCBITaxon:9606,gene,0.19952044422009085,0.09104404236092539
ENSG00000236140,FALSE,RP11-89F3.2,NCBITaxon:9606,gene,0.0035335689045936395,0.0024220544549898603
ENSG00000162825,FALSE,NBPF20,NCBITaxon:9606,gene,0.021075214538112064,0.014395754855880776
ENSG00000117262,FALSE,GPR89A,NCBITaxon:9606,gene,0.06997728419989904,0.04729283965621507
ENSG00000174827,FALSE,PDZK1,NCBITaxon:9606,gene,0.05369762746087835,0.026804688656657725
ENSG00000117281,FALSE,CD160,NCBITaxon:9606,gene,0.04915446744068652,0.02968658841176961
ENSG00000265491,FALSE,RNF115,NCBITaxon:9606,gene,0.3556284704694599,0.21732958947890407
ENSG00000186141,FALSE,POLR3C,NCBITaxon:9606,gene,0.05003785966683493,0.03396450270096626
ENSG00000186364,FALSE,NUDT17,NCBITaxon:9606,gene,0.020191822311963654,0.013832531494643927
ENSG00000131788,FALSE,PIAS3,NCBITaxon:9606,gene,0.09509086320040383,0.062388776065941426
ENSG00000198483,FALSE,ANKRD35,NCBITaxon:9606,gene,0.06035461887935386,0.039888169729044715
ENSG00000143127,FALSE,ITGA10,NCBITaxon:9606,gene,0.04915446744068652,0.03092692239375313
ENSG00000244619,TRUE,RP11-315I20.3,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000131779,FALSE,PEX11B,NCBITaxon:9606,gene,0.08723498233215547,0.05710675013256867
ENSG00000265241,FALSE,RBM8A,NCBITaxon:9606,gene,1.530256183745583,0.7068658023878303
ENSG00000234222,FALSE,LIX1L-AS1,NCBITaxon:9606,gene,0.005458101968702675,0.003746962832756928
ENSG00000280778,TRUE,CH17-270A2.2,NCBITaxon:9606,gene,0,0
ENSG00000271601,FALSE,LIX1L,NCBITaxon:9606,gene,0.10285209490156487,0.06725064029932262
ENSG00000272031,FALSE,ANKRD34A,NCBITaxon:9606,gene,0.004890206966178698,0.003380556881446867
ENSG00000278431,TRUE,CH17-270A2.1,NCBITaxon:9606,gene,1.2619888944977284e-4,8.747440441190628e-5
ENSG00000121851,FALSE,POLR3GL,NCBITaxon:9606,gene,0.39979808177688037,0.2418670676129395
ENSG00000265972,FALSE,TXNIP,NCBITaxon:9606,gene,3.337897526501767,0.9931993054773296
ENSG00000168509,TRUE,HJV,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000233396,FALSE,LINC01719,NCBITaxon:9606,gene,0.0033127208480565372,0.002250821668240012
ENSG00000271425,FALSE,NBPF10,NCBITaxon:9606,gene,0.024514134275618375,0.016675877169371665
ENSG00000264343,FALSE,NOTCH2NLA,NCBITaxon:9606,gene,0.03151817264008077,0.021253882448325156
ENSG00000276509,FALSE,CH17-353B19.1,NCBITaxon:9606,gene,0.004984856133266027,0.003418933816212279
ENSG00000270339,TRUE,PPIAL4H,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000268043,FALSE,NBPF12,NCBITaxon:9606,gene,0.050826602725896015,0.034367641341675186
ENSG00000234225,TRUE,RP4-704D21.2,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000131791,FALSE,PRKAB2,NCBITaxon:9606,gene,0.0625,0.041980841364899546
ENSG00000237188,FALSE,RP11-337C18.10,NCBITaxon:9606,gene,0.02842629984856133,0.019174685493892146
ENSG00000131781,FALSE,FMO5,NCBITaxon:9606,gene,0.06985108531044927,0.04322809660937522
ENSG00000131778,FALSE,CHD1L,NCBITaxon:9606,gene,0.08931726400807673,0.05907607506586507
ENSG00000278811,FALSE,LINC00624,NCBITaxon:9606,gene,3.154972236244321e-4,2.1868601102976567e-4
ENSG00000116128,FALSE,BCL9,NCBITaxon:9606,gene,0.04890206966178698,0.032375136821158494
ENSG00000162836,FALSE,ACP6,NCBITaxon:9606,gene,0.03643992932862191,0.02468435625781612
ENSG00000227139,TRUE,RP11-533N14.3,NCBITaxon:9606,gene,0,0
ENSG00000265107,FALSE,GJA5,NCBITaxon:9606,gene,0.03126577486118122,0.01569252914739926
ENSG00000274415,TRUE,RP11-433J22.2,NCBITaxon:9606,gene,0,0
ENSG00000234190,TRUE,RP11-433J22.3,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000121634,TRUE,GJA8,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000188092,FALSE,GPR89B,NCBITaxon:9606,gene,0.04271832407874811,0.02919257657576208
ENSG00000273059,FALSE,XXyac-YX155B6.7,NCBITaxon:9606,gene,0.0018929833417465926,0.0013121160661785935
ENSG00000274372,FALSE,LINC02804,NCBITaxon:9606,gene,0.001482836951034831,0.0010187479623253917
ENSG00000263956,FALSE,NBPF11,NCBITaxon:9606,gene,0.05177309439676931,0.034758415202136454
ENSG00000227733,FALSE,RP4-565E6.1,NCBITaxon:9606,gene,0.003407370015143867,0.0023618089191214716
ENSG00000232265,FALSE,LINC02805,NCBITaxon:9606,gene,5.678950025239778e-4,3.936348198535782e-4
ENSG00000234283,FALSE,LINC01731,NCBITaxon:9606,gene,9.464916708732963e-4,6.37905454060285e-4
ENSG00000238107,FALSE,LINC02806,NCBITaxon:9606,gene,1.5774861181221605e-4,1.0934300551488283e-4
ENSG00000224481,FALSE,RP11-495P10.3,NCBITaxon:9606,gene,7.256436143361939e-4,4.939015358539551e-4
ENSG00000272824,FALSE,RP6-74O6.6,NCBITaxon:9606,gene,6.309944472488642e-4,4.3737202205953134e-4
ENSG00000236334,FALSE,PPIAL4G,NCBITaxon:9606,gene,0.002523977788995457,0.0017313355092091144
ENSG00000270629,FALSE,NBPF14,NCBITaxon:9606,gene,0.1122223624432105,0.07191375964682405
ENSG00000177144,FALSE,NUDT4B,NCBITaxon:9606,gene,0.004259212518929833,0.002934108569872828
ENSG00000178104,FALSE,PDE4DIP,NCBITaxon:9606,gene,0.14774734982332155,0.09363519394755151
ENSG00000254913,TRUE,RP4-791M13.5,NCBITaxon:9606,gene,0,0
ENSG00000255148,TRUE,RP4-791M13.4,NCBITaxon:9606,gene,1.2619888944977284e-4,8.747440441190628e-5
ENSG00000254539,FALSE,RP4-791M13.3,NCBITaxon:9606,gene,5.99444724886421e-4,4.155034209565548e-4
ENSG00000269713,FALSE,NBPF9,NCBITaxon:9606,gene,0.03006688541140838,0.02036466624296731
ENSG00000274265,FALSE,CH17-189H20.1,NCBITaxon:9606,gene,0.26523851590106007,0.16582510414891263
ENSG00000272755,FALSE,RP11-326G21.1,NCBITaxon:9606,gene,0.009275618374558304,0.006393063566217099
ENSG00000271383,FALSE,NBPF19,NCBITaxon:9606,gene,0.09468071680969208,0.06179630835232275
ENSG00000263464,TRUE,PPIAL4C,NCBITaxon:9606,gene,0,0
ENSG00000150337,FALSE,FCGR1A,NCBITaxon:9606,gene,0.04540005047955578,0.025425253733352877
ENSG00000203814,FALSE,H2BC18,NCBITaxon:9606,gene,0.0957218576476527,0.05996091295455002
ENSG00000233030,FALSE,RP11-196G18.3,NCBITaxon:9606,gene,0.016437405350832913,0.011108460177627164
ENSG00000183598,FALSE,H3C13,NCBITaxon:9606,gene,0.0011357900050479556,7.7819335019265e-4
ENSG00000270882,FALSE,H4C14,NCBITaxon:9606,gene,0.008045179202423019,0.005467185880027966
ENSG00000203811,TRUE,H3C14,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000203812,FALSE,H2AC18,NCBITaxon:9606,gene,0.001956082786471479,0.0013558532683845468
ENSG00000272196,FALSE,H2AC19,NCBITaxon:9606,gene,0.005962897526501767,0.004133165608462578
ENSG00000203852,TRUE,H3C15,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000270276,FALSE,H4C15,NCBITaxon:9606,gene,0.008329126703685007,0.005718852954098789
ENSG00000264207,FALSE,RP11-196G18.23,NCBITaxon:9606,gene,0.019276880363452802,0.013158320882525614
ENSG00000184678,FALSE,H2BC21,NCBITaxon:9606,gene,0.11610297829379101,0.07144206754847172
ENSG00000184260,FALSE,H2AC20,NCBITaxon:9606,gene,0.06887304391721352,0.04575439162922111
ENSG00000184270,FALSE,H2AC21,NCBITaxon:9606,gene,0.006152195860676426,0.004209919477993402
ENSG00000178096,FALSE,BOLA1,NCBITaxon:9606,gene,0.14415068147400303,0.09332561598973771
ENSG00000159164,FALSE,SV2A,NCBITaxon:9606,gene,0.008802372539121656,0.00601965310209992
ENSG00000143368,FALSE,SF3B4,NCBITaxon:9606,gene,0.2835373548712771,0.17508064948098964
ENSG00000014914,FALSE,MTMR11,NCBITaxon:9606,gene,0.024892730943967694,0.016965529251150878
ENSG00000264522,FALSE,OTUD7B,NCBITaxon:9606,gene,0.09108404846037355,0.05903563200524799
ENSG00000136631,FALSE,VPS45,NCBITaxon:9606,gene,0.08549974760222111,0.057335164527232974
ENSG00000023902,FALSE,PLEKHO1,NCBITaxon:9606,gene,0.33127208480565373,0.18285571960043473
ENSG00000143401,FALSE,ANP32E,NCBITaxon:9606,gene,0.3990093387178193,0.2394534077225229
ENSG00000276110,FALSE,RP4-790G17.7,NCBITaxon:9606,gene,9.464916708732963e-4,6.560580330892967e-4
ENSG00000118298,FALSE,CA14,NCBITaxon:9606,gene,7.256436143361939e-4,5.029778253684611e-4
ENSG00000117362,FALSE,APH1A,NCBITaxon:9606,gene,0.6491039878849066,0.3467228510738452
ENSG00000118292,FALSE,C1orf54,NCBITaxon:9606,gene,0.2749558303886926,0.14642060486290956
ENSG00000159208,FALSE,CIART,NCBITaxon:9606,gene,0.037102473498233215,0.02458115925747421
ENSG00000266472,FALSE,MRPS21,NCBITaxon:9606,gene,1.2460247349823321,0.5867137653210371
ENSG00000117360,FALSE,PRPF3,NCBITaxon:9606,gene,0.12796567390206967,0.08465389256673847
ENSG00000163125,FALSE,RPRD2,NCBITaxon:9606,gene,0.1686017163048965,0.10923539532629482
ENSG00000143374,FALSE,TARS2,NCBITaxon:9606,gene,0.04590484603735487,0.031306826369943565
ENSG00000143369,FALSE,ECM1,NCBITaxon:9606,gene,0.054864967188288746,0.03340635798026702
ENSG00000228126,FALSE,FALEC,NCBITaxon:9606,gene,0.011389449772841998,0.007760064900823544
ENSG00000237781,FALSE,ADAMTSL4-AS2,NCBITaxon:9606,gene,0.0075403836446239275,0.005144909057980856
ENSG00000143382,FALSE,ADAMTSL4,NCBITaxon:9606,gene,0.031896769308430085,0.021310342637170413
ENSG00000143384,FALSE,MCL1,NCBITaxon:9606,gene,2.7777322059565877,0.9490726978089834
ENSG00000143420,FALSE,ENSA,NCBITaxon:9606,gene,1.0278584048460373,0.5101954422615971
ENSG00000143457,FALSE,GOLPH3L,NCBITaxon:9606,gene,0.15008202927814235,0.0959218048437901
ENSG00000143452,FALSE,HORMAD1,NCBITaxon:9606,gene,0.0014197375063099444,9.659344706049327e-4
ENSG00000163131,FALSE,CTSS,NCBITaxon:9606,gene,0.5599760222110045,0.2370049461299327
ENSG00000143387,FALSE,CTSK,NCBITaxon:9606,gene,0.39374053508329127,0.15165414147526213
ENSG00000143437,FALSE,ARNT,NCBITaxon:9606,gene,0.08196617869762746,0.05508270394219752
ENSG00000283324,TRUE,CTXND2,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000143379,FALSE,SETDB1,NCBITaxon:9606,gene,0.07041898031297325,0.047136577770612635
ENSG00000143418,FALSE,CERS2,NCBITaxon:9606,gene,0.34998107016658253,0.2093457717275606
ENSG00000259357,FALSE,RP11-316M1.12,NCBITaxon:9606,gene,7.57193336698637e-4,5.248464264714376e-4
ENSG00000231073,FALSE,RP11-316M1.3,NCBITaxon:9606,gene,0.001514386673397274,0.001040616563428368
ENSG00000143412,FALSE,ANXA9,NCBITaxon:9606,gene,0.016279656739020695,0.010977248571009304
ENSG00000143409,FALSE,MINDY1,NCBITaxon:9606,gene,0.051836193841494196,0.034835993858636026
ENSG00000143363,FALSE,PRUNE1,NCBITaxon:9606,gene,0.056915699141847555,0.038199645150792286
ENSG00000163141,FALSE,BNIPL,NCBITaxon:9606,gene,0.05988137304391721,0.03819739162777863
ENSG00000143443,FALSE,C1orf56,NCBITaxon:9606,gene,0.44213780918727913,0.2224331823675209
ENSG00000197622,FALSE,CDC42SE1,NCBITaxon:9606,gene,0.612758707723372,0.321516600370622
ENSG00000213190,FALSE,MLLT11,NCBITaxon:9606,gene,0.046062594649167087,0.030040271656375194
ENSG00000143458,FALSE,GABPB2,NCBITaxon:9606,gene,0.07366860171630489,0.04923345883987911
ENSG00000143434,FALSE,SEMA6C,NCBITaxon:9606,gene,0.032496214033316505,0.02177254382038732
ENSG00000163154,FALSE,TNFAIP8L2,NCBITaxon:9606,gene,0.03893235739525492,0.024650799637793163
ENSG00000163156,FALSE,SCNM1,NCBITaxon:9606,gene,0.19942579505300354,0.1281536996843586
ENSG00000163155,FALSE,LYSMD1,NCBITaxon:9606,gene,0.02249495204442201,0.015249057830237674
ENSG00000163157,FALSE,TMOD4,NCBITaxon:9606,gene,4.1014639071176173e-4,2.8429181433869537e-4
ENSG00000163159,FALSE,VPS72,NCBITaxon:9606,gene,0.20087708228167592,0.12830650415361533
ENSG00000143398,FALSE,PIP5K1A,NCBITaxon:9606,gene,0.17418601716304896,0.10521839915420232
ENSG00000159352,FALSE,PSMD4,NCBITaxon:9606,gene,0.5584616355376073,0.31859204321582557
ENSG00000232671,FALSE,ZNF687-AS1,NCBITaxon:9606,gene,0.01858278647147905,0.012731669395347166
ENSG00000143373,FALSE,ZNF687,NCBITaxon:9606,gene,0.03675542655224634,0.025048262901077915
ENSG00000143393,FALSE,PI4KB,NCBITaxon:9606,gene,0.16629858657243815,0.10703736725126926
ENSG00000273481,FALSE,RP11-126K1.9,NCBITaxon:9606,gene,8.202927814235235e-4,5.685836286773906e-4
ENSG00000143390,FALSE,RFX5,NCBITaxon:9606,gene,0.07622412922766279,0.050744535301259525
ENSG00000224645,TRUE,RP11-126K1.8,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000237976,FALSE,RFX5-AS1,NCBITaxon:9606,gene,0.02003407370015144,0.013614273014954967
ENSG00000143416,FALSE,SELENBP1,NCBITaxon:9606,gene,0.4335562847046946,0.22965200086317145
ENSG00000159377,FALSE,PSMB4,NCBITaxon:9606,gene,0.4768740535083291,0.2760425155282284
ENSG00000143442,FALSE,POGZ,NCBITaxon:9606,gene,0.3038553760726906,0.18167265854674797
ENSG00000143375,FALSE,CGN,NCBITaxon:9606,gene,0.05319283190307925,0.034277947134914805
ENSG00000143367,FALSE,TUFT1,NCBITaxon:9606,gene,0.1624495204442201,0.09456140029757795
ENSG00000143376,FALSE,SNX27,NCBITaxon:9606,gene,0.15563478041393236,0.10072026520687952
ENSG00000250734,FALSE,RP11-404E16.1,NCBITaxon:9606,gene,4.7324583543664815e-4,3.280290165446485e-4
ENSG00000227045,TRUE,RP11-98D18.1,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000159409,TRUE,CELF3,NCBITaxon:9606,gene,1.5774861181221605e-4,1.0934300551488283e-4
ENSG00000178796,FALSE,RIIAD1,NCBITaxon:9606,gene,0.004196113074204947,0.0028812950781523694
ENSG00000269621,FALSE,RP11-98D18.15,NCBITaxon:9606,gene,5.678950025239778e-4,3.936348198535782e-4
ENSG00000143436,FALSE,MRPL9,NCBITaxon:9606,gene,0.3225643614336194,0.19454013200160755
ENSG00000143450,FALSE,OAZ3,NCBITaxon:9606,gene,0.0650555275113579,0.04009322844103846
ENSG00000249602,TRUE,RP11-98D18.3,NCBITaxon:9606,gene,2.523977788995457e-4,1.7494880882381255e-4
ENSG00000268288,FALSE,RP11-98D18.16,NCBITaxon:9606,gene,8.833922261484099e-4,6.123208308833436e-4
ENSG00000182134,FALSE,TDRKH,NCBITaxon:9606,gene,0.022558051489146896,0.01510919746544612
ENSG00000203288,FALSE,TDRKH-AS1,NCBITaxon:9606,gene,0.01583796062594649,0.01080187223084468
ENSG00000269489,FALSE,RP11-98D18.17,NCBITaxon:9606,gene,0.0012619888944977284,8.747440441190618e-4
ENSG00000213171,FALSE,LINGO4,NCBITaxon:9606,gene,0.002271580010095911,0.001574539279414313
ENSG00000143365,FALSE,RORC,NCBITaxon:9606,gene,0.0755615850580515,0.04634483209718891
ENSG00000225556,FALSE,C2CD4D,NCBITaxon:9606,gene,0.014418223119636548,0.00983965378231371
ENSG00000234614,FALSE,C2CD4D-AS1,NCBITaxon:9606,gene,0.0012304391721352852,8.437991535015794e-4
ENSG00000196407,FALSE,THEM5,NCBITaxon:9606,gene,5.047955577990914e-4,3.4082132813311914e-4
ENSG00000159445,FALSE,THEM4,NCBITaxon:9606,gene,0.1332660272589601,0.08736316755907515
ENSG00000197747,FALSE,S100A10,NCBITaxon:9606,gene,4.521485360928824,1.1793780611049522
ENSG00000229021,FALSE,AL591893.1,NCBITaxon:9606,gene,5.047955577990914e-4,3.498976176476251e-4
ENSG00000163191,FALSE,S100A11,NCBITaxon:9606,gene,6.358499495204442,1.4694974486096293
ENSG00000182898,TRUE,TCHHL1,NCBITaxon:9606,gene,0,0
ENSG00000159450,FALSE,TCHH,NCBITaxon:9606,gene,0.088055275113579,0.03771571883745082
ENSG00000226716,TRUE,AL589986.2,NCBITaxon:9606,gene,0,0
ENSG00000215853,TRUE,RPTN,NCBITaxon:9606,gene,6.309944472488642e-5,3.4660912691447176e-5
ENSG00000237975,FALSE,FLG-AS1,NCBITaxon:9606,gene,0.001482836951034831,0.0010187479623253914
ENSG00000236427,FALSE,RP11-107M16.2,NCBITaxon:9606,gene,5.363452801615346e-4,3.7176621875060166e-4
ENSG00000197915,TRUE,HRNR,NCBITaxon:9606,gene,2.2084805653710247e-4,1.5308020772083597e-4
ENSG00000143631,TRUE,FLG,NCBITaxon:9606,gene,0,0
ENSG00000143520,FALSE,FLG2,NCBITaxon:9606,gene,7.57193336698637e-4,3.387851557095461e-4
ENSG00000143536,TRUE,CRNN,NCBITaxon:9606,gene,0,0
ENSG00000186207,TRUE,LCE5A,NCBITaxon:9606,gene,0,0
ENSG00000169509,TRUE,CRCT1,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000185966,TRUE,LCE3E,NCBITaxon:9606,gene,0,0
ENSG00000163202,TRUE,LCE3D,NCBITaxon:9606,gene,0,0
ENSG00000244057,TRUE,LCE3C,NCBITaxon:9606,gene,0,0
ENSG00000187238,TRUE,LCE3B,NCBITaxon:9606,gene,0,0
ENSG00000185962,TRUE,LCE3A,NCBITaxon:9606,gene,6.309944472488642e-5,4.373720220595314e-5
ENSG00000187223,TRUE,LCE2D,NCBITaxon:9606,gene,0,0
ENSG00000187180,TRUE,LCE2C,NCBITaxon:9606,gene,0,0
ENSG00000159455,TRUE,LCE2B,NCBITaxon:9606,gene,0,0
ENSG00000187173,TRUE,LCE2A,NCBITaxon:9606,gene,0,0
ENSG00000187170,TRUE,LCE4A,NCBITaxon:9606,gene,0,0
ENSG00000198854,TRUE,C1orf68,NCBITaxon:9606,gene,0,0
ENSG00000203786,TRUE,KPRP,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000240386,TRUE,LCE1F,NCBITaxon:9606,gene,0,0
ENSG00000186226,TRUE,LCE1E,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000172155,TRUE,LCE1D,NCBITaxon:9606,gene,0,0
ENSG00000197084,TRUE,LCE1C,NCBITaxon:9606,gene,9.464916708732963e-5,6.56058033089297e-5
ENSG00000196734,TRUE,LCE1B,NCBITaxon:9606,gene,0,0
ENSG00000186844,TRUE,LCE1A,NCBITaxon:9606,gene,0,0
ENSG00000235942,TRUE,LCE6A,NCBITaxon:9606,gene,0,0
ENSG00000163206,TRUE,SMCP,NCBITaxon:9606,gene,0,0
ENSG00000163207,TRUE,IVL,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000224308,FALSE,LINC01527,NCBITaxon:9606,gene,2.523977788995457e-4,1.7494880882381255e-4
ENSG00000283227,TRUE,SPRR5,NCBITaxon:9606,gene,0,0
ENSG00000184148,TRUE,SPRR4,NCBITaxon:9606,gene,0,0
ENSG00000169474,TRUE,SPRR1A,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000163209,TRUE,SPRR3,NCBITaxon:9606,gene,0,0
ENSG00000169469,TRUE,SPRR1B,NCBITaxon:9606,gene,0,0
ENSG00000163216,TRUE,SPRR2D,NCBITaxon:9606,gene,0,0
ENSG00000241794,TRUE,SPRR2A,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000196805,TRUE,SPRR2B,NCBITaxon:9606,gene,0,0
ENSG00000203785,TRUE,SPRR2E,NCBITaxon:9606,gene,0,0
ENSG00000244094,TRUE,SPRR2F,NCBITaxon:9606,gene,3.154972236244321e-5,2.186860110297657e-5
ENSG00000159516,TRUE,SPRR2G,NCBITaxon:9606,gene,0,0
ENSG00000229699,TRUE,RP1-140J1.1,NCBITaxon:9606,gene,0,0
ENSG00000203784,TRUE,LELP1,NCBITaxon:9606,gene,0,0
